Date,Close
1,77.279999
2,68.540001
3,88.089996
4,79.510002
5,62.02
6,46.299999
7,48.25
8,51.919998
9,64.349998
10,68.540001
11,78.940002
12,78.610001
13,85.690002
14,81.470001
15,83.559998
16,84.540001
17,93.599998
18,129.910004
19,134.149994
20,130.309998
21,120.089996
22,133.580002
23,141.199997
24,130.460007
25,123.029999
26,119.510002
27,125.889999
